country_code,year,total_debt
AZE       ,2016,360776069308.73
BOL       ,2022,360700078845.81
SDN       ,2011,360491734440.55
TUN       ,2004,360155770947.73
DZA       ,2021,359530276308.16
IRN       ,2002,358750554702.46
IDN       ,2031,358214970142.2
UZB       ,2015,356333276556.61
GEO       ,2023,353373157038.23
UGA       ,2022,352768969259.58
BGD       ,2001,352240448331.7
MAR       ,2002,352070388361.6
ECU       ,2008,350823292027.55
GTM       ,2015,350695200271.29
MAR       ,2001,350541647034.79
JOR       ,2014,350210845136.77
GTM       ,2013,349884889956.15
IRN       ,2001,349682561651.58
ZMB       ,2021,348930938401.21
SDN       ,2008,348688835646.52997
SDN       ,2013,348653306344.33
AZE       ,2021,348173469035.0
SDN       ,2015,345955388225.38
SDN       ,2009,345761617871.84
CMR       ,2021,344152938966.8
CMR       ,2024,344119951940.85
COL       ,2026,343862583704.0
MMR       ,2019,343413839962.02997
KAZ       ,2003,342777418877.84
MNG       ,2016,342752878113.0
TUN       ,2006,342103186883.48
COD       ,2023,340911075733.87
GEO       ,2022,340531020240.6
TUN       ,2003,340001452237.23
COD       ,2024,339248111536.65
AZE       ,2024,339209993354.83
SDN       ,2014,338353851663.97003
AGO       ,2025,337824055142.3
SLV       ,2020,337064000636.6
BLR       ,2008,336359278420.05
AZE       ,2013,335521729586.45
UZB       ,2014,333094654175.05
DOM       ,2010,332975711303.08
ECU       ,2004,331503932980.71
AZE       ,2020,331010645331.09
MMR       ,2021,330868879441.7
LKA       ,2008,330754410448.82
KEN       ,2013,330061076831.84
PAK       ,2026,329859875962.5
GTM       ,2014,328867231807.75
SDN       ,2007,328279120758.76
SLV       ,2022,328134216985.33
ETH       ,2012,327997578473.31
SLV       ,2019,327974227261.07
SDN       ,2021,327812816429.94
COL       ,2025,327549372422.4
KEN       ,2012,327480885998.43
BOL       ,2023,327259348048.05
AZE       ,2015,326427932678.62
BLR       ,2009,326107189639.6
SDN       ,2020,325466952744.35
SDN       ,2017,325395505820.42
SDN       ,2012,324818296220.98
AGO       ,2006,324379190526.12
BOL       ,2017,322435642996.41
CMR       ,2023,321650816171.4
SDN       ,2022,321041503545.81
MMR       ,2018,320544609194.7
BOL       ,2021,320364911072.98
CMR       ,2022,319648779952.09
UKR       ,2001,317899089897.15
GHA       ,2010,317815208681.76
KHM       ,2019,317411870968.38
LKA       ,2007,317154553269.59
IRN       ,2000,316641668423.12
CMR       ,2019,316406945096.65
ECU       ,2003,316286027403.25
TUN       ,2005,316268538508.35
SDN       ,2016,316195485585.5
AZE       ,2011,315891793270.72
BOL       ,2024,315794190329.08
ARG       ,2026,315275706910.1
SDN       ,2024,314962401372.42
HND       ,2024,314808345967.22
MMR       ,2012,314652150556.54
VNM       ,2002,313820645473.6
UKR       ,2002,313478268215.24
COL       ,2029,313459692480.1
SRB       ,2006,308668451311.62
SDN       ,2018,307789120410.26
LAO       ,2019,307642429479.32
MOZ       ,2012,306815489110.65
VNM       ,2001,306702891667.54
ZAF       ,2025,306591353235.3
BOL       ,2019,305631910748.57
VNM       ,2000,305400459291.58
UZB       ,2013,305264603560.69
ECU       ,2002,305212361090.5
CMR       ,2020,305098751959.79
BEN       ,2024,304287363841.03
BLR       ,2007,304247363421.9
PNG       ,2022,303005043492.6
GEO       ,2020,302525156502.12
MMR       ,2023,302458145968.49
BOL       ,2020,302179087506.1
DZA       ,2020,299569856496.36
MMR       ,2022,299469171216.86
ECU       ,2000,297561455185.26
MMR       ,2014,297505217206.94
MMR       ,2017,296351598518.74
KHM       ,2018,295451502441.1
SDN       ,2023,294099938858.0
MNG       ,2012,293878097914.01
ARG       ,2025,293863342601.5
TUN       ,2002,292447632403.11
ECU       ,2001,291483539158.46
AGO       ,2004,291280050884.23
TZA       ,2012,291016912544.55
SEN       ,2017,289311277912.31
SDN       ,2006,288001740524.89
PRY       ,2019,287774838554.35
SLV       ,2017,286203131026.49
MNG       ,2013,286127980031.46
COD       ,2022,285873265004.48
BOL       ,2018,285603487151.16
PNG       ,2021,284926770799.77
UGA       ,2019,284373496068.79
NPL       ,2023,284346546334.17
PNG       ,2013,284079924734.47
MMR       ,2024,283606191538.7
LAO       ,2020,283135717314.94
PRY       ,2014,281243160648.37
NPL       ,2024,280771282578.94
MMR       ,2015,280699255035.79
CMR       ,2018,280308633368.48
DOM       ,2009,280252577368.12
ZAF       ,2028,279970079741.8
GEO       ,2019,279484804806.37
PRY       ,2018,279194023412.86
LBN       ,2001,278797074810.6
GTM       ,2012,278050522679.14
MMR       ,2016,275617387463.79
ZMB       ,2016,275340079211.51
JAM       ,2015,275288847858.24
MNG       ,2015,275012391074.99
SLV       ,2018,271528884938.85
PNG       ,2023,270670428532.27
MNG       ,2014,266917593897.0
LAO       ,2018,266389059911.56
NPL       ,2022,265609046692.53
CMR       ,2017,265029015231.38
NPL       ,2021,263822343576.43
RWA       ,2024,263585137831.69
MMR       ,2011,263224312298.87
HND       ,2022,261284896368.71
AZE       ,2010,261053083060.08
ETH       ,2011,260719708699.82
LAO       ,2022,260524360711.49
COL       ,2030,260160988601.8
PRY       ,2017,259613591199.57
SDN       ,2004,259502954650.76
ZMB       ,2015,259214321683.68
TUN       ,2001,259093886527.46
ECU       ,2009,258769925026.08002
LKA       ,2006,258440643051.65
SDN       ,2005,258057367418.11002
NPL       ,2020,257719590132.33
HND       ,2020,257265254212.67
KAZ       ,2002,255989735191.82
PNG       ,2018,255705788837.54
COL       ,2028,255011192343.3
MUS       ,2023,254774087580.3
JAM       ,2018,254582881312.53
GTM       ,2011,254434270989.78
KEN       ,2011,253452426898.51
COD       ,2021,253354200032.71
DOM       ,2008,252523791314.4
COL       ,2031,252441147867.3
LAO       ,2024,251815735410.5
UGA       ,2018,251651908130.42
PRY       ,2016,251430479871.5
ZAF       ,2027,251312389668.1
PNG       ,2020,251019373614.46
PNG       ,2024,250881364956.34
GEO       ,2018,250725355924.34
HND       ,2023,250662554032.66
ARM       ,2024,250626337194.08002
GTM       ,2010,250408814348.19
KHM       ,2017,250222433792.68
LAO       ,2023,250165425429.23
PNG       ,2019,249421681359.98
JOR       ,2010,248616007254.54
SLV       ,2014,247665839962.34
NIC       ,2024,247428751649.02
KAZ       ,2025,246856137196.3
UGA       ,2017,246833748358.63
LAO       ,2021,245959770018.63
LAO       ,2017,245257276372.92
BIH       ,2011,243587659829.38
BOL       ,2016,243402052401.22
BEN       ,2023,243345092117.99
ZAF       ,2026,242917286575.0
UKR       ,2000,242298713574.8
PAK       ,2027,241423117225.5
GEO       ,2016,240507792271.17
HND       ,2021,239913613507.38
NIC       ,2023,239028986596.51
LAO       ,2016,238418253750.39
ZMB       ,2014,237901152018.44
JAM       ,2010,236424495958.95
ETH       ,2010,235892702729.97
MMR       ,2010,234986407005.12
LKA       ,2005,234804653627.91998
JOR       ,2012,234707913256.95
TZA       ,2011,234555408430.67
GTM       ,2009,234544204524.11002
SDN       ,2003,234193429667.7
KAZ       ,2001,233704813559.42
SLV       ,2016,233415669577.94
PRY       ,2015,233325041289.41
DOM       ,2007,233250675738.98
SLV       ,2012,233092952592.99
COD       ,2020,232790809894.87
SDN       ,2000,232075133421.55
NIC       ,2022,232051324546.12
SRB       ,2005,231873200143.95
BOL       ,2015,231459081769.13
DOM       ,2006,231236631894.39
RWA       ,2023,231014964646.89
BEN       ,2021,230885529346.31
AGO       ,2026,230790196247.8
GEO       ,2017,230430460752.35
COD       ,2008,230084671773.66
YEM       ,2012,229650775641.56
PNG       ,2011,229609024795.54
MUS       ,2022,229223194325.38998
ARM       ,2023,228997882006.29
COD       ,2018,228859015133.24
LKA       ,2004,228779802444.14
TUN       ,2000,228693285683.45
ZAF       ,2029,228244575245.0
SLV       ,2015,227871638233.9
GHA       ,2009,227854873236.74
TZA       ,2010,227831297784.45
BIH       ,2021,226954878238.18
ARG       ,2027,226114906588.1
JAM       ,2017,226017146894.66
UZB       ,2012,225944592366.16
BIH       ,2018,225820520135.12
NIC       ,2021,225416879049.11
KAZ       ,2026,225035469643.1
JAM       ,2019,224301205922.97
NPL       ,2019,224193836726.82
BOL       ,2014,224137302933.87
BOL       ,2013,223459352426.47
ARM       ,2022,223253961184.92
PRY       ,2013,223189432682.92
MUS       ,2021,223064413447.3
UGA       ,2013,222791183417.67
GEO       ,2012,222154485875.08
JAM       ,2014,222028449678.16
LKA       ,2003,221714294981.0
SLV       ,2011,221706348843.9
KEN       ,2010,221320140638.45
AGO       ,2003,220920138732.12
SRB       ,2004,220572765850.29
ETH       ,2009,218919649055.57
BIH       ,2024,218389286178.14
PHL       ,2029,218324316293.0
COD       ,2009,218307523654.16
GTM       ,2007,218120468985.25
VNM       ,2025,217861586115.3
JAM       ,2021,217821323620.13
MUS       ,2024,217507038197.87
ARM       ,2021,217415894184.63
CMR       ,2015,216728979554.42
LAO       ,2015,216614303396.44
GEO       ,2015,216455549616.9
BIH       ,2023,216391560488.01
JAM       ,2016,215941576267.72
KAZ       ,2000,215389306109.85
ARG       ,2030,214554838196.2
CMR       ,2016,214495529544.19
UZB       ,2011,214316345112.13998
SDN       ,2002,214039268006.88
TKM       ,2016,213759312828.64
SEN       ,2016,213287688034.28
GTM       ,2008,212936477306.21
JAM       ,2011,212653551688.77
UKR       ,2026,212646193220.5
HND       ,2017,212377198423.61
LBN       ,2000,212144756627.59
PHL       ,2025,212092596359.5
JAM       ,2023,212016396517.41
JOR       ,2011,211890128590.11
KAZ       ,2027,211141660037.5
NGA       ,2027,211030239761.1
KHM       ,2016,211020409519.88
SLV       ,2013,210769956414.87
AGO       ,2027,210106842061.1
PRY       ,2012,209451517892.8
HND       ,2019,209199733919.89
COL       ,2032,209079875813.0
UGA       ,2015,208652941196.59
ZWE       ,2023,208403054732.63
KHM       ,2015,208361294964.71
NPL       ,2018,208332844828.81
AZE       ,2008,207194227982.69998
COD       ,2007,207090104994.91
MKD       ,2024,206656669125.27
ALB       ,2023,206536526647.36
SLV       ,2010,206389339589.30002
KEN       ,2009,205931933345.29
COD       ,2019,205916996862.96
BIH       ,2013,205549959873.53
PNG       ,2016,205309524943.07
UGA       ,2016,205118342768.67
GEO       ,2014,205112352734.51
PRY       ,2010,205078673093.09
BIH       ,2017,205064415917.66
MKD       ,2023,205002885400.05
PHL       ,2027,204897495785.9
MOZ       ,2011,204766945143.51
SDN       ,2001,204052703663.5
JAM       ,2022,203848252481.83
TKM       ,2013,203654285117.82
NIC       ,2019,203408259464.67
JAM       ,2024,203407298091.32
YEM       ,2014,203359761068.73
DOM       ,2003,202603384218.32
NIC       ,2020,201075249637.26
BGD       ,2025,200749652492.9
SRB       ,2003,200589235339.36
TKM       ,2012,200150960163.6
HND       ,2013,199977300445.94
GHA       ,2008,199448210200.59
COG       ,2014,199180824734.97
ARG       ,2028,199180338528.5
ARM       ,2019,199004779122.46
BFA       ,2024,199004048813.75
NIC       ,2017,198936280408.56
MMR       ,2009,198905361823.51
SYR       ,2010,198677240031.7
PNG       ,2017,198509790443.18
PNG       ,2014,198329064902.6
TKM       ,2011,198022810045.72
JAM       ,2007,197639602292.02
JAM       ,2012,197050295008.76
JOR       ,2009,197030210289.61
EGY       ,2031,196981319855.5
SEN       ,2014,196949644648.27
AZE       ,2009,196332211949.32
ALB       ,2021,196132515804.92
GTM       ,2006,195893526935.28
BOL       ,2012,195556674260.12
TKM       ,2017,195525082930.31
PHL       ,2028,195355882967.8
NIC       ,2018,195141614942.41
EGY       ,2028,195065193671.7
HND       ,2018,194762917407.14
YEM       ,2013,194574466998.18
LKA       ,2002,194497711857.34
BIH       ,2020,194269560072.68
BIH       ,2022,193923630219.1
BIH       ,2014,193385005092.49
SYR       ,2008,193109585898.59
UZB       ,2010,193076841669.28
PRY       ,2011,192830853464.7
PNG       ,2015,192799581528.26
JAM       ,2020,192594169162.79
GEO       ,2013,192583342496.19
TZA       ,2009,191676325757.05
MOZ       ,2010,190943668971.81
KHM       ,2014,190651127633.11
ARG       ,2031,190428009731.2
BGD       ,2026,190063311260.1
DOM       ,2005,189791419125.34
GEO       ,2011,189737941746.74
NGA       ,2025,189618620605.0
UKR       ,2027,189258695254.7
MKD       ,2021,188845760570.8
BGD       ,2027,188812488603.7
ZWE       ,2017,188741593633.65
TKM       ,2018,188263334699.64
JOR       ,2007,188144667628.81
CMR       ,2014,187267430032.95
SYR       ,2009,187084418432.78
RWA       ,2021,186860845222.68
ALB       ,2024,186845875141.25
ZWE       ,2024,186772786463.0
BIH       ,2012,186596653640.69
ARG       ,2029,186211323514.7
PHL       ,2026,185630955206.8
AGO       ,2028,184982891424.4
GAB       ,2013,184971038585.96
KEN       ,2008,184490215687.26
COD       ,2006,184306025347.38
BFA       ,2021,184178228449.37
AGO       ,2002,184136235949.15
MUS       ,2013,184105386549.08
BEN       ,2022,183933253426.53
MUS       ,2014,183394161434.07
KGZ       ,2024,183215570578.0
UKR       ,2025,181990200875.0
BFA       ,2023,181979833320.44
BFA       ,2020,181627195027.67
MMR       ,2008,181365250218.32
UZB       ,2009,181341688495.75
ZAF       ,2030,181298147767.4
BIH       ,2008,181228730159.46
KHM       ,2012,181166171514.41
VNM       ,2026,181130749423.4
KAZ       ,2028,181040123820.0
SLV       ,2009,180998274579.14
JAM       ,2013,180941041581.6
COD       ,2003,180912716744.31
NIC       ,2014,180794080750.45
KEN       ,2007,180614458917.72
LKA       ,2000,180388486728.04
EGY       ,2032,180071230246.6
ZWE       ,2022,179966173652.82
JOR       ,2006,179938712006.79
BIH       ,2019,179481300568.88
NIC       ,2016,179477081277.76
BGD       ,2029,179353644412.9
BGD       ,2028,179315483366.0
PNG       ,2012,179127399933.7
JOR       ,2008,178857030487.07
ARM       ,2020,178737256465.52
MKD       ,2020,178665056562.8
ZWE       ,2021,178096326769.88
BFA       ,2015,178056309237.13
HND       ,2015,177828799935.94
BIH       ,2010,177812322023.32
COD       ,2004,177370486166.04
BIH       ,2007,177277172848.44
DOM       ,2004,177151127393.42
NGA       ,2026,177047483643.6
CMR       ,2003,176831663562.29
CMR       ,2004,176763529017.47
SLV       ,2008,176557464480.18
RWA       ,2022,176517175439.5
AGO       ,2000,176516092070.76
ZWE       ,2018,176291418263.29
KHM       ,2013,175948962511.6
SEN       ,2015,175638831523.38
COD       ,2013,175393980715.0
SLV       ,2006,175112660633.88
JAM       ,2009,175021430434.04
PRY       ,2009,174685227886.7
SRB       ,2002,174045060529.22
UGA       ,2014,173952222332.35
PHL       ,2030,173728937931.9
COD       ,2002,173630193307.48
CMR       ,2013,173428042058.69
COD       ,2005,173146411679.81
EGY       ,2029,172763736998.4
NPL       ,2017,172696031953.47
LKA       ,2001,171936428432.87
EGY       ,2030,171775112469.7
ALB       ,2020,171530764166.24
BGD       ,2030,171426568483.6
ZMB       ,2012,171358166075.59
BIH       ,2016,171033493014.98
RWA       ,2020,170885587129.01
GAB       ,2020,170466901265.57
MUS       ,2019,170440018815.31
JAM       ,2008,169744867973.4
BIH       ,2009,169271074194.18
COG       ,2019,168892040568.31
GHA       ,2005,168804651805.13
NIC       ,2015,168756462062.15
MKD       ,2022,168491171061.49
PAK       ,2029,168426446538.9
YEM       ,2010,168198806101.24
BGD       ,2031,167938118835.7
BFA       ,2014,167816297842.93
LAO       ,2014,167668508113.0
MUS       ,2018,167293142030.22
TZA       ,2005,167279266942.05
TZA       ,2004,167271777843.62
JOR       ,2005,166755266059.13998
YEM       ,2008,166710229386.66
GHA       ,2007,166648995361.47
MNE       ,2020,166376636673.33
BFA       ,2017,166375542400.33
ARM       ,2018,166278067932.94
ZWE       ,2020,166261311167.5
HND       ,2016,166095439989.1
ARM       ,2017,165958991365.47
PHL       ,2031,165822144058.4
PAK       ,2028,165555616325.0
BFA       ,2022,165467788109.48
PER       ,2029,165237236630.4
ZAF       ,2032,165232722207.0
COG       ,2015,165079379758.49
BGD       ,2032,164751414526.5
VNM       ,2027,164268255738.6
TKM       ,2014,164143094638.48
HND       ,2014,164136519474.7
MUS       ,2020,164085113694.32
YEM       ,2011,163964401293.43
ARM       ,2013,163808040690.22
BIH       ,2015,163062652160.2
PRY       ,2008,162994759998.32
ARM       ,2015,162716549868.48
MLI       ,2021,162555217918.35
JOR       ,2001,162307673682.84
ZWE       ,2019,162264317217.05
GAB       ,2021,162200941167.22
GAB       ,2017,162191161621.46
NIC       ,2013,162112107697.82
KAZ       ,2030,162042295459.6
AGO       ,2001,161850674615.42
ARM       ,2016,161841803378.15
JOR       ,2004,161609579839.95
BOL       ,2011,161543232765.32
GTM       ,2005,161187317400.32
YEM       ,2015,161027619133.69998
YEM       ,2009,160855240941.12
ZWE       ,2016,160739128049.34
KAZ       ,2029,160458212798.0
JOR       ,2002,160436168094.08
MLI       ,2024,160431802804.93
PAK       ,2031,160184453526.9
ETH       ,2025,159830335326.9
UKR       ,2029,159232912047.6
UZB       ,2025,158969189127.3
MDA       ,2023,158905084781.27
SEN       ,2013,158857389512.99
JAM       ,2006,158733626280.41
TZA       ,2002,158702119980.27
TKM       ,2019,158090743836.12
MDA       ,2024,158059408166.64
ZWE       ,2015,157981151329.03
ALB       ,2022,157716051779.9
TKM       ,2015,157630732263.51
MAR       ,2025,157535936844.9
YEM       ,2007,157198226131.84
MLI       ,2023,156789832362.84
SLV       ,2005,156474146679.96
MUS       ,2017,155591626796.6
UKR       ,2028,155128043184.6
MMR       ,2007,155092825957.77
AZE       ,2007,154583147647.47
KGZ       ,2023,154542345539.24
SEN       ,2012,154372410623.95
GAB       ,2018,154155234596.78
COD       ,2017,154123312035.81
DOM       ,2002,154035367251.35
CMR       ,2002,153925749121.07
ALB       ,2018,153552726898.05
TZA       ,2000,153488846375.34
CMR       ,2000,153245758119.28
JOR       ,2003,152779910383.68
GTM       ,2004,152611187134.6
THA       ,2025,152610403907.3
SLV       ,2002,151725832581.06
BEN       ,2020,151372015775.28
COG       ,2017,151217234862.16
MNG       ,2011,150834995048.33
TZA       ,2003,150824290427.41
GHA       ,2003,150470390949.84
TZA       ,2001,150456706740.6
ETH       ,2003,150455699689.24
ZAF       ,2031,150292646319.7
GHA       ,2006,150057441257.31
SEN       ,2011,149963497835.83
MDG       ,2024,149939243147.28
GHA       ,2004,149860912054.17
ZMB       ,2013,149540320753.77
MLI       ,2020,149448800930.63
PHL       ,2032,149429063396.6
MDG       ,2023,149399810584.69
TZA       ,2008,149369848638.46
KEN       ,2006,149102413860.53
COD       ,2000,149002254774.99
COG       ,2021,148776378689.18
MUS       ,2011,148771636989.94
TKM       ,2020,148410124562.31
GAB       ,2019,148373703444.0
ETH       ,2002,148262972801.86
BFA       ,2016,148141320051.71
SRB       ,2001,148039021056.12
NIC       ,2012,147671668943.42
JOR       ,2000,147579299506.76
MLI       ,2022,147285240084.09
YEM       ,2006,147162898062.48
COD       ,2015,146994802101.84
MOZ       ,2025,146838490842.4
YEM       ,2016,146831659832.73
MNE       ,2024,146753072155.22
ZWE       ,2012,145954524985.48
BFA       ,2018,145719350527.56
SLV       ,2007,145267424155.61
MDA       ,2022,145251150336.1
MKD       ,2018,145185111134.34
JAM       ,2005,145089037682.72
NPL       ,2016,145023254540.55
ETH       ,2005,144568695702.38
GIN       ,2024,144063107768.0
MOZ       ,2009,143944347430.65
BFA       ,2019,143886571130.81
UZB       ,2027,143867870148.3
COD       ,2010,143633236473.79
SLV       ,2003,143447334089.39
ETH       ,2004,143340773780.68
LAO       ,2013,143305857487.72
DOM       ,2001,142829027921.85
ALB       ,2015,142495788448.29
MUS       ,2012,142419894381.87
MLI       ,2019,142141174854.81
UZB       ,2026,141847707772.5
COG       ,2013,141713206270.43
CMR       ,2001,141704906620.69
KGZ       ,2022,141679084274.26
NER       ,2022,141665876614.28
ALB       ,2017,141663046392.17
GUY       ,2024,141608299933.28
UZB       ,2008,141606242500.22
COD       ,2011,141415629452.08
NGA       ,2028,141356403703.6
NPL       ,2015,141146471705.45
COG       ,2022,140853445485.46
ZWE       ,2013,140421010325.47
COD       ,2014,140177012439.11002
CMR       ,2012,140174318669.93
ARM       ,2014,139636473703.99
COD       ,2016,139559487349.48
JAM       ,2004,139360530547.15
UZB       ,2028,139010609638.4
MUS       ,2010,138904477501.01
ZWE       ,2014,138903091721.01
GAB       ,2023,138809214263.88
TKM       ,2022,138791843374.0
SLV       ,2004,138725607573.17
PER       ,2026,138687434042.8
GAB       ,2007,138354456559.19
GEO       ,2009,138155266072.34
KEN       ,2004,137941940573.23
MKD       ,2014,137813012246.14
GEO       ,2010,137538889280.05
COG       ,2020,137492448211.21
THA       ,2027,137218713518.0
YEM       ,2017,136985995270.89
HND       ,2012,136969131673.92
YEM       ,2018,136949604645.89
KEN       ,2003,136656876891.29
MMR       ,2006,136123244470.82
PER       ,2031,135382731273.4
GHA       ,2001,135370672956.98
BOL       ,2008,135121289190.70999
THA       ,2026,135084410563.7
GIN       ,2023,135042727044.49
SRB       ,2027,134724503883.4
COD       ,2001,134696369347.71
MDG       ,2022,134592658697.84
PER       ,2027,134402312331.9
KEN       ,2005,134378176234.5
MNE       ,2018,134378109038.87
GEO       ,2008,134232877981.01
MKD       ,2019,134154150882.01
TCD       ,2014,134123408793.63
ARG       ,2032,133939718833.4
RWA       ,2019,133889296783.04001
BIH       ,2006,133737650111.06999
DOM       ,2026,133507609879.1
TKM       ,2021,133151057484.09
TZA       ,2007,133092680855.95
BFA       ,2013,133007707170.02
ALB       ,2019,132971724795.49
YEM       ,2005,132919455644.36
AGO       ,2029,132739499130.2
COD       ,2012,132502452893.81
CMR       ,2005,132484280255.0
COG       ,2016,132407108540.64
BOL       ,2005,132334624243.76
UGA       ,2012,132197407883.90001
UKR       ,2030,131985207353.0
SRB       ,2000,131939622230.33
HND       ,2011,131804023661.19
BOL       ,2010,131614886385.88
MUS       ,2015,131337579725.77
BEN       ,2019,131238284999.34
GHA       ,2002,131116752412.64
MKD       ,2016,130590938589.59
MUS       ,2016,130583282995.75
ETH       ,2001,130209372292.86
PAK       ,2030,130113966746.6
ZWE       ,2011,129844690998.21
PER       ,2025,129780920680.8
COG       ,2024,129221821733.9
BLR       ,2006,128449147149.53
KGZ       ,2021,128273293527.56999
BEN       ,2018,127958512935.1
ZMB       ,2011,127831350983.47
KHM       ,2011,126930038312.88
ALB       ,2014,126889599413.89
GAB       ,2022,126836485052.37
PRY       ,2007,126835082605.25
NGA       ,2029,126584560496.6
SEN       ,2026,126369845599.1
ZMB       ,2004,126351276968.72
COG       ,2023,126300259878.31
ALB       ,2013,126293159919.78
COG       ,2018,125556034431.43001
MAR       ,2031,125462036450.0
VNM       ,2028,125426381678.1
HND       ,2004,125421688175.08
UZB       ,2029,125302170166.5
YEM       ,2004,125271401754.0
SYR       ,2011,124760427414.2
MMR       ,2004,124573860507.36
NPL       ,2014,124435340333.69
GAB       ,2015,124301601593.77
BOL       ,2004,124023317157.84
NER       ,2021,123974087435.89
MMR       ,2005,123907434149.31
AGO       ,2030,123569123363.2
NPL       ,2013,123274922622.1
MDV       ,2024,123245198580.89
ARM       ,2012,123183555211.26
GHA       ,2000,123134300388.81
KGZ       ,2019,122894877964.62
MLI       ,2018,122793647859.77
NER       ,2020,122575242228.06
PER       ,2030,122442049357.9
MKD       ,2017,122124882684.08
JAM       ,2001,121790582835.39
BOL       ,2009,121499579616.0
TKM       ,2023,121394136205.5
BOL       ,2003,121262982250.95
MOZ       ,2008,121152685810.94
UKR       ,2031,121085348200.5
KEN       ,2002,121064867044.08
MDA       ,2021,120950631763.07
LAO       ,2012,120564658282.67
MMR       ,2003,120541049965.54
ECU       ,2025,120358604658.7
BFA       ,2012,120320303960.98
NIC       ,2011,120211776813.02
NGA       ,2031,120080583091.9
PNG       ,2010,120004925536.12
MNE       ,2019,119454704712.38
DOM       ,2027,119423185655.8
NER       ,2024,119296373541.88
NGA       ,2032,119281678158.7
GAB       ,2014,119122522187.96
COG       ,2012,118948139968.44
COG       ,2006,118854258209.46
KGZ       ,2014,118689202754.89
KGZ       ,2016,118662452322.95
ALB       ,2012,118524828586.03
ALB       ,2011,118270024463.48999
GIN       ,2022,118194186369.89
ARM       ,2011,117920586943.56
KGZ       ,2020,117705864589.66
UZB       ,2007,117661533857.68001
NER       ,2023,117531255216.49
KGZ       ,2017,117497363248.38
UGA       ,2011,116795484186.38
MAR       ,2026,116777670870.7
ALB       ,2016,116730191365.69
TJK       ,2024,116708179188.64
VNM       ,2029,116579049594.3
BIH       ,2005,116537430489.69
MDG       ,2021,116481130681.64
YEM       ,2003,116459671904.15
KEN       ,2000,116430321089.13
TZA       ,2006,116418019102.97
TKM       ,2024,116385571045.51
GIN       ,2021,115529108758.47
ETH       ,2008,115476178357.52
KGZ       ,2013,115398266393.88
KGZ       ,2018,115344569411.6
PRY       ,2006,115199432290.8
GAB       ,2024,115173985714.66
ARM       ,2009,115077957876.04
RWA       ,2018,115060322483.25
KGZ       ,2015,114641896210.02
MOZ       ,2007,114467702113.20999
MKD       ,2015,114394918872.13
NGA       ,2030,114157654753.4
ALB       ,2010,113656570529.6
MNG       ,2010,113549329899.8
DOM       ,2032,113452414240.8
YEM       ,2021,113190491098.96
SEN       ,2010,112852636516.94
NIC       ,2003,112724712687.86
YEM       ,2019,112578992545.75
UGA       ,2010,112554353645.15
GTM       ,2003,112551665161.55
MAR       ,2027,112522522573.8
PAK       ,2032,112320775112.6
COG       ,2008,112207313727.79001
LAO       ,2011,111999367750.64
GIN       ,2019,111796476374.88
HND       ,2005,111457510752.02
BOL       ,2006,111449523173.77
COG       ,2005,111250949750.15
HND       ,2010,111191152749.96
ARM       ,2010,111166145038.89
YEM       ,2020,111120325264.75
LKA       ,2025,110816136335.8
MAR       ,2028,110796954232.0
GAB       ,2016,110674259103.97
JAM       ,2002,110356398710.81
NPL       ,2011,110155896802.42
ETH       ,2000,110071515574.33
PER       ,2028,110069753054.3
COG       ,2010,109966896079.24
TJK       ,2022,109898696956.06
NPL       ,2012,109807657206.48
YEM       ,2002,109493875620.54001
MOZ       ,2026,109473386633.2
COG       ,2011,109303231142.76
TJK       ,2023,109264987561.31
MUS       ,2007,109228983718.34
ZMB       ,2003,109178054912.75
SEN       ,2025,109111634671.0
MKD       ,2013,109096712621.3
DOM       ,2000,109020015170.11
MNE       ,2021,108960455404.44
TZA       ,2025,108939445993.4
JAM       ,2000,108907091931.57
ECU       ,2026,108730161692.6
NIC       ,2010,108669246229.28
SEN       ,2009,108192507152.24
SRB       ,2028,108177747587.5
BLR       ,2005,108123580698.63
NIC       ,2000,108012388249.78
YEM       ,2022,107977473741.38
ZWE       ,2010,107974062811.33
MDA       ,2020,107573149453.33
AZE       ,2006,107424725839.56
BIH       ,2004,107342770984.54
JOR       ,2026,107180773745.2
ECU       ,2027,107083432149.9
KHM       ,2010,106910504203.11
YEM       ,2023,106829388178.86
LBN       ,2025,106816820309.6
GIN       ,2020,106705251730.41
YEM       ,2001,106269439743.58
COG       ,2004,106261412181.9
MLI       ,2015,106157133793.81
MNE       ,2023,106060987755.2
KEN       ,2001,105772653427.4
ZMB       ,2002,105771321581.17
CMR       ,2011,105727269075.12
MDG       ,2020,105619087911.67
MOZ       ,2005,105542666904.58
BOL       ,2000,105491900293.87
SLV       ,2001,105359423394.36
YEM       ,2024,105294076758.44
KEN       ,2025,105279669161.0
NIC       ,2001,104928513558.03
BFA       ,2011,104848541966.52
MMR       ,2002,104717317222.21
PER       ,2032,104297924768.3
UGA       ,2009,104277465924.63
NIC       ,2002,104261469684.03
BOL       ,2007,104010469076.04
TJK       ,2017,103880105193.95
HND       ,2003,103834044849.8
KGZ       ,2012,103600427875.64
MMR       ,2000,103333825882.09
TUN       ,2025,103238424565.3
GAB       ,2011,102852816419.63
MLI       ,2013,102716102917.6
DOM       ,2030,102595056662.1
UKR       ,2032,102570794401.4
ALB       ,2008,102555296042.32
UZB       ,2001,102194756271.62
