country_code,year,total_debt
TGO       ,2013,29951078696.37
ETH       ,2032,29931955143.7
BOL       ,2027,29909247502.899998
BLZ       ,2020,29893239809.04
BWA       ,2003,29826313539.32
BEN       ,2000,29797996968.07
LBR       ,2003,29791491318.83
HTI       ,2000,29645948094.68
KGZ       ,2001,29610998573.48
HND       ,2030,29589646289.7
MWI       ,2006,29558840907.8
TKM       ,2007,29537686231.2
TGO       ,2003,29506028682.8
SLE       ,2006,29488841018.44
ALB       ,2001,29417107390.73
BFA       ,2000,29416111316.96
RWA       ,2002,29312119019.71
MNG       ,2003,29276397897.67
MNE       ,2027,29275864365.2
CPV       ,2011,29273088747.5
ALB       ,2000,29262796051.51
CMR       ,2030,29172210017.5
LCA       ,2024,29148090753.28
XKX       ,2015,29055868393.39
GEO       ,2000,29042405672.57
PRY       ,2032,29030520408.5
XKX       ,2014,29026336775.6
MKD       ,2028,28937408709.0
XKX       ,2011,28921015243.93
UGA       ,2031,28882201380.7
FJI       ,2018,28875361855.079998
JOR       ,2031,28861285871.1
MDA       ,2004,28808368814.5
MNG       ,2030,28734639744.399998
TKM       ,2004,28721437324.58
RWA       ,2003,28591534555.4
BLZ       ,2022,28573479301.57
SYR       ,2003,28553855930.1
MWI       ,2008,28386562921.93
SYR       ,2002,28352747770.7
JAM       ,2026,28340617837.9
KHM       ,2026,28315282008.3
LSO       ,2017,28276272617.26
NIC       ,2027,28240010402.4
TUN       ,2032,28080836754.4
MDV       ,2014,28046987076.53
XKX       ,2012,28007380141.829998
LBR       ,2018,27928528303.89
FJI       ,2016,27925827130.37
RWA       ,2008,27919307671.91
MUS       ,2000,27918580552.63
GUY       ,2010,27887234090.07
ARM       ,2002,27835192460.05
MNE       ,2025,27803112092.4
CPV       ,2010,27773640836.34
ZMB       ,2029,27753486223.0
FJI       ,2014,27649310771.98
SLE       ,2003,27643139533.34
HTI       ,2001,27631276081.37
MNE       ,2008,27532116381.1
MNE       ,2007,27520212429.82
ARM       ,2031,27504271190.4
BEN       ,2027,27494818619.5
GUY       ,2015,27484615621.16
HND       ,2026,27483267149.8
LSO       ,2018,27468340574.28
SWZ       ,2021,27405017555.6
SYR       ,2001,27401356562.4
NER       ,2007,27358896792.38
LBR       ,2002,27344952330.03
NER       ,2006,27320906469.32
GMB       ,2023,27302798616.38
LBR       ,2019,27298982064.65
CMR       ,2031,27297550612.4
HTI       ,2002,27246880801.73
BLZ       ,2013,27165194018.94
DJI       ,2013,27050398524.02
MUS       ,2025,26930678348.1
MOZ       ,2032,26912411825.5
JAM       ,2025,26909620837.9
MKD       ,2027,26873739836.8
BLZ       ,2019,26831067712.55
XKX       ,2009,26792251786.67
JAM       ,2027,26785552470.1
MDV       ,2015,26695171118.62
JOR       ,2032,26679860081.0
UGA       ,2032,26668085253.8
SWZ       ,2023,26658324437.79
BWA       ,2000,26561842153.97
TGO       ,2002,26557427877.41
LAO       ,2029,26539037249.3
MMR       ,2026,26484857333.9
MMR       ,2025,26454649146.6
BLZ       ,2017,26380854489.19
TCD       ,2002,26270002175.24
FJI       ,2012,26208101437.22
BLZ       ,2018,26194098527.54
ARM       ,2029,26139311484.8
BDI       ,2004,26125320868.61
MDV       ,2012,26115916958.79
GUY       ,2009,26033238698.82
LCA       ,2023,25939313276.36
ALB       ,2028,25908651557.7
RWA       ,2001,25889488938.02
MUS       ,2001,25836168340.66
LBR       ,2001,25782055191.94
BLZ       ,2015,25778883448.74
BDI       ,2007,25777356040.39
MDA       ,2003,25770290001.84
RWA       ,2031,25763420007.7
GUY       ,2006,25700452651.18
ARM       ,2026,25697730117.6
BOL       ,2029,25697663006.2
BDI       ,2008,25660151873.28
BEN       ,2030,25643915151.1
GUY       ,2003,25618726644.14
GUY       ,2005,25593915799.48
SYR       ,2000,25574674729.6
GNB       ,2024,25558407382.55
BDI       ,2006,25472418010.59
TGO       ,2012,25399036647.13
SLE       ,2002,25395836110.82
PNG       ,2027,25366108360.9
GNB       ,2023,25273268393.39
BIH       ,2025,25240249565.0
SLE       ,2011,25211255482.49
MDA       ,2000,25176262857.34
LBR       ,2017,25173744503.25
GUY       ,2004,25150586058.02
BDI       ,2003,25148755584.24
BLZ       ,2014,25127430183.28
MDV       ,2026,25123924321.1
BLZ       ,2003,25115675955.73
MWI       ,2007,25102169989.78
MKD       ,2026,25067085505.9
LBR       ,2000,25056849059.18
TKM       ,2006,25012682154.06
BWA       ,2002,25000349907.8
CMR       ,2032,24934875863.5
FJI       ,2013,24874465249.43
LSO       ,2012,24870851588.13
PNG       ,2025,24815402895.6
RWA       ,2009,24784341505.34
BEN       ,2031,24709854891.3
BEN       ,2028,24680641243.2
GEO       ,2029,24659148220.0
XKX       ,2010,24655724624.600002
ZMB       ,2030,24623809854.9
ARM       ,2001,24580714054.81
BLZ       ,2016,24557697309.24
LBR       ,2015,24517795348.69
TGO       ,2001,24475818555.62
ALB       ,2027,24406760317.3
BDI       ,2005,24382072658.32
JAM       ,2028,24374608993.0
TGO       ,2000,24346041485.23
KHM       ,2027,24299629654.7
MDA       ,2002,24279411763.25
GUY       ,2008,24206309209.4
RWA       ,2000,24187766489.45
SWZ       ,2020,24109090483.83
LSO       ,2010,24104972218.21
SWZ       ,2010,24104502239.69
GNQ       ,2024,24096306446.87
SLE       ,2001,23987750921.87
BLZ       ,2005,23983402536.55
LSO       ,2011,23883490017.75
TJK       ,2004,23768768920.95
MDV       ,2011,23742896303.37
LAO       ,2030,23690175626.3
BWA       ,2001,23661811325.68
AZE       ,2027,23637206850.1
TJK       ,2005,23632090790.27
LSO       ,2014,23597039467.09
LBR       ,2016,23583080020.03
GMB       ,2022,23574661990.64
GNB       ,2021,23565390388.89
NIC       ,2028,23503077410.4
GNB       ,2020,23493484157.14
GUY       ,2000,23475103210.7
MNG       ,2002,23399589661.35
BEN       ,2032,23352521108.1
BLZ       ,2004,23340340674.46
GUY       ,2002,23294825519.41
GTM       ,2030,23267486236.2
LSO       ,2015,23201196305.97
LSO       ,2013,22982386101.6
KHM       ,2028,22929451237.8
KHM       ,2029,22835849907.4
GUY       ,2001,22795208620.93
BTN       ,2007,22744520178.76
SWZ       ,2019,22686211067.08
BDI       ,2002,22677371069.11
GNB       ,2022,22646236372.6
MDV       ,2009,22534208197.34
SWZ       ,2016,22432085164.73
KHM       ,2030,22392314312.7
BTN       ,2009,22307665340.81
MNG       ,2032,22282301515.1
BOL       ,2031,22197728632.4
BEN       ,2029,22139420522.7
BLR       ,2032,22122255660.2
MDV       ,2008,22110795619.0
TKM       ,2005,22106564504.42
SWZ       ,2017,22103048962.86
MDV       ,2025,22099063914.2
SWZ       ,2018,21972231358.15
MDV       ,2010,21899769346.25
KHM       ,2031,21891474011.3
KGZ       ,2025,21890645604.6
TCD       ,2001,21875348141.98
KHM       ,2032,21870274598.8
BOL       ,2032,21802965567.7
CPV       ,2009,21718582193.260002
BLZ       ,2008,21702957108.47
TJK       ,2003,21652252108.67
BLZ       ,2009,21580847206.25
ZMB       ,2032,21528339022.3
GMB       ,2020,21444105786.76
LSO       ,2009,21430509001.42
ERI       ,2008,21404636638.04
LSO       ,2007,21366316733.3
BLZ       ,2002,21344649281.11
MUS       ,2026,21287706622.7
LSO       ,2008,21286118357.38
BLZ       ,2012,21254751738.03
LCA       ,2021,21235710088.27
GMB       ,2021,21201112247.079998
SLE       ,2000,21173276233.55
NIC       ,2029,21169949748.0
SLE       ,2010,21169911126.47
BLZ       ,2006,21118176523.44
GEO       ,2030,21115284422.6
MDA       ,2001,21049435569.72
MDA       ,2025,21030104560.4
TCD       ,2000,21022942981.32
BLZ       ,2011,20889775338.29
TGO       ,2011,20765591364.13
BDI       ,2000,20736492520.98
ERI       ,2009,20729739579.61
IRQ       ,2028,20643872363.4
VCT       ,2024,20636471424.34
BLZ       ,2010,20598502041.32
ZMB       ,2031,20597195387.8
HND       ,2028,20503806536.5
GEO       ,2031,20378130435.4
FJI       ,2009,20354430441.94
GMB       ,2019,20301829447.02
ALB       ,2026,20282748099.3
RWA       ,2007,20185993768.75
GUY       ,2007,20122545974.76
MNG       ,2001,20096745958.48
LSO       ,2004,20077901634.42
SWZ       ,2011,19944324823.35
ERI       ,2011,19918098692.23
MMR       ,2027,19847054777.2
MNE       ,2029,19813141309.9
ARM       ,2000,19639928423.26
MNE       ,2031,19637842171.6
GMB       ,2017,19579643928.21
CPV       ,2008,19556286329.36
LBR       ,2014,19529617587.31
JAM       ,2030,19479375687.9
MNG       ,2000,19471173426.35
GRD       ,2023,19400149933.26
GNB       ,2017,19362407127.25
FJI       ,2010,19337748130.83
GEO       ,2032,19315155937.6
SLE       ,2009,19229999229.02
TJK       ,2002,19173312832.62
COD       ,2025,19114331654.3
ARM       ,2027,19106296828.1
COD       ,2026,19001512093.0
BDI       ,2001,19001115056.43
GRD       ,2024,18987642649.11
LCA       ,2022,18938438867.81
FJI       ,2008,18925095657.85
GNB       ,2015,18918165969.27
GNB       ,2018,18906734296.29
BFA       ,2026,18890558964.1
MNE       ,2006,18836382411.760002
BIH       ,2027,18792720089.2
RWA       ,2027,18767874450.5
KGZ       ,2026,18739404647.3
GNB       ,2019,18657988583.1
RWA       ,2026,18648572107.7
LSO       ,2006,18618991345.43
NPL       ,2025,18570176715.8
COD       ,2027,18534733125.8
BDI       ,2021,18475460666.7
ERI       ,2010,18421248359.4
IRQ       ,2032,18387246447.899998
BDI       ,2023,18366073624.22
NPL       ,2026,18361299737.8
RWA       ,2028,18344167115.5
BLZ       ,2000,18259141433.58
GNB       ,2009,18189754229.94
HND       ,2029,18095145024.7
LAO       ,2031,18080450074.100002
BFA       ,2027,17972552103.5
RWA       ,2030,17968238924.9
LSO       ,2000,17935315506.42
SWZ       ,2012,17933550853.92
FJI       ,2006,17899756381.21
AZE       ,2028,17896086307.6
GNB       ,2010,17866654785.13
NIC       ,2030,17856111159.5
GNB       ,2004,17767901661.2
LBR       ,2009,17758430007.23
KGZ       ,2027,17756091212.7
SWZ       ,2013,17742245138.19
ERI       ,2007,17737623418.13
RWA       ,2029,17690519498.0
COD       ,2028,17628396045.1
TJK       ,2001,17577351595.21
GMB       ,2018,17573044868.93
LSO       ,2005,17569100755.23
ERI       ,2004,17565740516.1
MDV       ,2007,17557267384.74
MMR       ,2028,17523696573.9
ALB       ,2031,17507727657.2
GNB       ,2008,17432028032.63
GNB       ,2007,17366246362.08
BFA       ,2025,17364128558.8
GIN       ,2025,17360750766.2
LSO       ,2003,17356334809.24
PNG       ,2029,17345127545.5
ARM       ,2028,17338665154.5
SLE       ,2008,17331146595.35
AZE       ,2029,17281776579.8
GRD       ,2022,17264219029.62
TJK       ,2025,17254884798.2
NPL       ,2027,17244868207.9
SWZ       ,2007,17239178771.85
TLS       ,2021,17220475519.46
BLZ       ,2001,17193808190.59
CAF       ,2004,17193201691.95
BDI       ,2022,17068357329.13
NIC       ,2031,17059128873.9
SWZ       ,2014,17048392208.1
GAB       ,2025,17036894711.6
BFA       ,2028,17032499681.8
GRD       ,2021,17017032091.53
NPL       ,2028,17013261709.8
LBR       ,2013,17006076634.69
LAO       ,2032,16954088236.2
BTN       ,2008,16951090060.300001
LCA       ,2020,16939189580.55
XKX       ,2008,16930943247.970001
ERI       ,2012,16912670791.35
MMR       ,2029,16783381216.2
RWA       ,2006,16776303890.81
NPL       ,2029,16693435777.5
CAF       ,2007,16692969468.45
RWA       ,2025,16678296427.3
SWZ       ,2015,16669250826.48
SWZ       ,2005,16660950097.13
CAF       ,2006,16659152020.59
CAF       ,2002,16620725707.12
PNG       ,2030,16592429952.1
GNB       ,2003,16560127476.88
ERI       ,2005,16535342433.74
IRQ       ,2029,16503096548.5
CAF       ,2008,16472804659.11
SWZ       ,2008,16465424866.06
BDI       ,2019,16442176083.99
GRD       ,2020,16379002127.78
CAF       ,2003,16375537819.47
DJI       ,2009,16373334926.44
ERI       ,2006,16260918013.68
NIC       ,2032,16242445246.5
TLS       ,2022,16241884718.66
LSO       ,2002,16222585418.64
CPV       ,2007,16195827494.66
NPL       ,2030,16182486080.8
GNB       ,2006,16179914299.65
MLI       ,2026,16092681550.0
CAF       ,2005,16082193627.43
GIN       ,2026,16073232866.0
SWZ       ,2009,16038540364.02
BDI       ,2020,15969082985.869999
NPL       ,2031,15957976705.9
VCT       ,2023,15927824489.300001
HND       ,2031,15858034090.6
LBR       ,2012,15847826685.619999
BFA       ,2029,15841656344.3
GNB       ,2005,15815389823.11
IRQ       ,2030,15791410293.0
GAB       ,2026,15734869054.0
SWZ       ,2004,15724979411.0
ERI       ,2013,15694461707.99
CAF       ,2021,15653379704.69
ERI       ,2003,15484902805.2
PNG       ,2031,15464778852.9
TJK       ,2026,15456809157.5
ZWE       ,2025,15419177729.1
LCA       ,2019,15354411726.99
BIH       ,2028,15351627607.1
CAF       ,2018,15316984497.41
SWZ       ,2006,15293820899.12
MMR       ,2030,15288014242.800001
CAF       ,2023,15282182447.55
AZE       ,2030,15276743544.6
VCT       ,2021,15228389311.25
SLB       ,2024,15227496836.31
BDI       ,2024,15217119412.42
GMB       ,2007,15203304497.57
MDV       ,2028,15159674533.6
MNE       ,2026,15148384806.3
MLI       ,2027,15100496232.4
NPL       ,2032,15097554128.8
ERI       ,2014,15069399904.44
SLE       ,2007,15033552904.980001
TLS       ,2012,15024675279.050001
GMB       ,2006,15014114466.36
LSO       ,2001,14945050430.73
DJI       ,2008,14914386050.65
HND       ,2032,14911708691.7
JAM       ,2029,14904033177.2
BFA       ,2030,14870562583.2
CAF       ,2020,14832597560.43
DJI       ,2011,14832428440.79
TJK       ,2000,14816413254.57
DJI       ,2012,14771572987.81
PNG       ,2032,14739794801.3
GIN       ,2027,14722916021.9
CAF       ,2000,14676693841.25
CAF       ,2014,14661548665.24
GNB       ,2002,14645813251.5
LBR       ,2011,14635735336.52
BDI       ,2014,14567488511.17
CAF       ,2019,14562280338.77
ARM       ,2030,14457246625.0
TKM       ,2025,14435125131.3
GMB       ,2016,14427546602.57
MDA       ,2026,14341935836.5
VCT       ,2022,14317500346.62
ZWE       ,2027,14259466090.1
GMB       ,2004,14258099909.98
GNB       ,2000,14245920347.21
DJI       ,2007,14234922836.18
KGZ       ,2028,14226334464.9
COG       ,2025,14216920284.3
MLI       ,2028,14210276748.3
GMB       ,2005,14189645296.5
MUS       ,2029,14117314324.7
IRQ       ,2031,14112839299.4
GAB       ,2027,14071005601.1
BDI       ,2012,14053030023.33
BTN       ,2006,13998362831.22
ERI       ,2015,13980499122.64
FJI       ,2007,13925099614.28
CAF       ,2024,13901967660.55
GIN       ,2028,13864983608.0
MLI       ,2029,13858687234.4
DJI       ,2010,13819561037.55
SDN       ,2025,13797675470.2
GMB       ,2015,13771218150.13
BFA       ,2031,13726372850.9
CAF       ,2022,13680966155.22
BIH       ,2029,13531125905.4
TLS       ,2013,13518618330.189999
CAF       ,2001,13481488283.02
ERI       ,2017,13473130117.08
TLS       ,2011,13421092027.85
SWZ       ,2003,13401659431.26
CPV       ,2006,13383110882.85
BDI       ,2018,13373235259.619999
SDN       ,2026,13297414541.9
TJK       ,2027,13295940178.2
BTN       ,2005,13294231018.220001
CPV       ,2005,13293254461.25
TKM       ,2026,13291825225.0
CAF       ,2015,13286349212.58
GNB       ,2001,13261156541.5
RWA       ,2032,13236581604.0
MDV       ,2006,13212749984.57
ERI       ,2019,13134528921.59
BTN       ,2004,13062647383.58
ERI       ,2020,13055233561.0
GIN       ,2029,13044477157.6
MLI       ,2025,13025737741.8
LCA       ,2008,13018990285.6
MKD       ,2029,13005064425.5
ERI       ,2018,12992729127.56
BDI       ,2015,12977135214.63
BDI       ,2013,12942083384.17
ZWE       ,2026,12923280530.1
GNB       ,2016,12914139206.42
LCA       ,2018,12906033823.58
LCA       ,2017,12905265837.1
BDI       ,2009,12890530884.95
KGZ       ,2029,12881936717.9
ERI       ,2002,12864809411.81
ERI       ,2016,12823179821.63
LCA       ,2010,12778567332.04
BDI       ,2017,12777856793.57
BFA       ,2032,12749002888.3
GRD       ,2018,12732667190.51
GAB       ,2028,12728556827.8
BDI       ,2016,12722334039.69
LBR       ,2010,12681544945.52
AZE       ,2031,12641623237.2
GMB       ,2013,12625762583.53
TLS       ,2019,12618249432.2
TLS       ,2023,12576032205.01
GRD       ,2015,12543752218.619999
ERI       ,2001,12542050480.03
GAB       ,2029,12500308528.2
MRT       ,2025,12493646910.8
SLB       ,2023,12477245399.51
BDI       ,2011,12471363789.66
MLI       ,2030,12423941998.3
COG       ,2026,12405706451.5
MKD       ,2030,12388415813.8
MDV       ,2027,12381590663.9
XKX       ,2007,12380934097.86
GMB       ,2003,12305383303.28
COG       ,2029,12297463061.7
TGO       ,2025,12259596268.7
ERI       ,2021,12256533096.05
GMB       ,2014,12233230272.33
GIN       ,2030,12223548840.8
GMB       ,2012,12166462421.05
MRT       ,2026,12165153244.7
CAF       ,2017,12114898367.52
MUS       ,2027,12004517627.6
NER       ,2026,11998518808.2
TGO       ,2026,11956388647.0
TLS       ,2020,11945413745.84
ARM       ,2032,11920389865.6
BDI       ,2010,11915688210.07
VCT       ,2020,11915411226.22
DJI       ,2006,11873861976.29
ERI       ,2023,11868081690.36
ALB       ,2029,11865601267.2
GRD       ,2016,11860048709.11
COG       ,2027,11844680174.2
BIH       ,2030,11810488612.6
GMB       ,2002,11809358520.17
GAB       ,2030,11744201344.6
TKM       ,2027,11723852686.7
MLI       ,2031,11680027724.7
JAM       ,2031,11643085944.0
BTN       ,2003,11636269469.97
GRD       ,2014,11630885699.03
CAF       ,2016,11598308613.8
LCA       ,2015,11596358368.59
ERI       ,2022,11567912648.42
GMB       ,2009,11559809405.99
SDN       ,2027,11557783958.3
GMB       ,2010,11526997509.03
ZWE       ,2028,11512182638.1
NER       ,2027,11507278499.300001
MDG       ,2027,11506315925.6
GMB       ,2011,11452283081.869999
MUS       ,2028,11429292879.5
LCA       ,2014,11398743962.98
MRT       ,2027,11398521600.9
MKD       ,2031,11394336173.7
KGZ       ,2030,11393679307.5
GNB       ,2014,11363447670.07
GRD       ,2017,11329173935.96
LCA       ,2007,11311837651.91
GRD       ,2019,11290104819.84
LCA       ,2016,11288447559.82
TLS       ,2024,11194252970.73
NER       ,2025,11159574511.0
GIN       ,2031,11135795194.3
TGO       ,2029,11094619458.5
ERI       ,2024,11071116147.61
AZE       ,2032,11063558170.5
WSM       ,2012,11041048892.37
FJI       ,2005,11033365628.75
CAF       ,2012,11031861419.35
MMR       ,2031,11006662002.1
NER       ,2028,10958910870.9
JAM       ,2032,10926424208.8
ALB       ,2030,10891331070.8
NER       ,2029,10878520701.6
CPV       ,2004,10849614228.8
GRD       ,2013,10826848979.42
CAF       ,2010,10758459147.98
SWZ       ,2001,10722052397.8
MNE       ,2028,10699417181.9
KGZ       ,2031,10687360195.5
VUT       ,2019,10682921817.56
VUT       ,2022,10651936234.460001
BTN       ,2002,10634549214.5
GIN       ,2032,10571975406.3
SWZ       ,2002,10553423779.87
CPV       ,2003,10527100078.65
COM       ,2018,10495391338.4
VUT       ,2024,10437996299.539999
BIH       ,2031,10430396947.2
YEM       ,2025,10424463124.9
WSM       ,2010,10376878218.89
MRT       ,2028,10231823557.5
MDG       ,2025,10181372423.4
GMB       ,2008,10172652505.85
FJI       ,2004,10156676200.5
NER       ,2030,10154928183.8
SDN       ,2028,10108280874.5
VUT       ,2021,10076536991.17
VUT       ,2017,10023473755.21
GRD       ,2008,10005143891.21
LCA       ,2013,9993159259.34
CAF       ,2013,9964917122.96
WSM       ,2014,9932599390.42
COM       ,2023,9930466193.58
COM       ,2024,9927896482.69
SLB       ,2022,9909467056.98
TLS       ,2014,9892852058.39
SWZ       ,2000,9886077126.92
MDA       ,2027,9861718768.9
VUT       ,2018,9826582654.3
GRD       ,2002,9791234747.15
TCD       ,2025,9785565831.8
DMA       ,2022,9777372952.08
GRD       ,2009,9763099687.33
TLS       ,2010,9749172388.43
MLI       ,2032,9742966559.1
COD       ,2029,9740438705.0
GRD       ,2012,9668749348.94
GRD       ,2010,9659161752.56
CAF       ,2011,9651282884.289999
WSM       ,2013,9644850396.84
VUT       ,2023,9627431749.36
DJI       ,2005,9615691340.39
DJI       ,2004,9609413672.3
BTN       ,2026,9573898566.6
SLB       ,2021,9571551267.11
COM       ,2022,9565717544.47
VCT       ,2019,9537045032.07
GMB       ,2001,9503983559.54
MDV       ,2004,9485846579.55
LCA       ,2009,9468212822.27
MRT       ,2029,9435016580.5
ERI       ,2000,9432688258.78
NER       ,2031,9420185354.1
MDG       ,2026,9416145312.3
WSM       ,2017,9412552178.72
DMA       ,2023,9411556139.369999
WSM       ,2011,9394114287.95
LCA       ,2003,9392024355.3
LCA       ,2006,9386445680.47
KGZ       ,2032,9379854796.4
SUR       ,2027,9369180196.4
MRT       ,2030,9354403219.6
MDV       ,2005,9349346973.64
MDV       ,2029,9338394791.9
LCA       ,2004,9329395335.71
TLS       ,2018,9327660809.99
GMB       ,2000,9298033738.6
MMR       ,2032,9250065023.8
GRD       ,2007,9238512856.83
TGO       ,2027,9225708230.2
CPV       ,2002,9214407680.3
GUY       ,2025,9183103828.1
DMA       ,2024,9175728163.24
YEM       ,2026,9157505102.6
WSM       ,2018,9156236670.78
TLS       ,2008,9116888808.49
COG       ,2028,9087947031.1
WSM       ,2015,9078296667.48
LCA       ,2005,9067045870.7
GRD       ,2011,9036768784.29
COM       ,2021,9035855963.69
MDA       ,2028,9014381633.8
FJI       ,2003,9014239764.34
VUT       ,2020,9000848722.97
COG       ,2030,8966076573.7
LCA       ,2012,8956300135.539999
DJI       ,2003,8946739967.49
CAF       ,2009,8942148465.84
GUY       ,2026,8932375694.7
CPV       ,2001,8895378007.34
COD       ,2030,8890763822.8
MDG       ,2029,8882064486.800001
NER       ,2032,8848331728.7
LCA       ,2011,8843719126.85
BIH       ,2032,8842183703.8
TGO       ,2031,8820149259.2
GRD       ,2006,8777961496.67
SUR       ,2028,8736215598.7
WSM       ,2019,8692658329.08
VCT       ,2014,8673935161.55
DMA       ,2021,8622353500.66
TGO       ,2028,8563567771.8
WSM       ,2016,8549523165.79
MDG       ,2030,8545747706.599999
MDA       ,2029,8525423454.4
COG       ,2031,8523781646.3
SUR       ,2025,8504214807.8
WSM       ,2020,8478329616.45
TLS       ,2015,8439722250.61
LCA       ,2002,8428110816.06
TLS       ,2017,8397037337.13
GRD       ,2004,8361803730.74
MRT       ,2031,8343226371.099999
YEM       ,2027,8320732307.5
VCT       ,2010,8312471663.01
COD       ,2031,8276081183.9
GNB       ,2013,8270506073.04
MDV       ,2030,8246315131.1
ALB       ,2032,8242876216.6
SLB       ,2020,8231450883.02
TCD       ,2027,8222361801.0
VUT       ,2015,8215066724.889999
COM       ,2020,8197335618.8
BTN       ,2025,8189632686.9
VCT       ,2015,8182235544.53
MDG       ,2031,8151876670.3
WSM       ,2021,8118299413.85
VCT       ,2013,8080593302.35
MUS       ,2030,8079307521.4
DJI       ,2002,8076917890.19
MDG       ,2028,8045225690.8
GUY       ,2028,8015911677.6
SUR       ,2026,8015849510.8
SUR       ,2029,7992102878.5
BTN       ,2029,7990010892.0
GUY       ,2027,7964432630.7
VCT       ,2017,7956895894.51
MDG       ,2032,7939255360.7
TCD       ,2026,7923245649.3
BTN       ,2027,7897520302.8
TJK       ,2028,7877732345.6
LCA       ,2000,7859884297.75
GRD       ,2005,7823879101.96
SLB       ,2017,7808099165.11
MKD       ,2032,7806615874.3
MUS       ,2031,7791142760.8
WSM       ,2022,7787688735.75
YEM       ,2028,7783840335.3
VUT       ,2016,7764896170.4
MDV       ,2003,7742987986.29
DMA       ,2020,7701189841.24
WSM       ,2023,7699027192.35
MDV       ,2002,7671115044.74
MRT       ,2032,7649350073.799999
TLS       ,2009,7645162157.41
CPV       ,2000,7588754152.81
SLB       ,2019,7588365204.21
MNE       ,2030,7577106850.9
BTN       ,2001,7575713621.84
SUR       ,2030,7573980271.4
VCT       ,2016,7552616271.09
COG       ,2032,7527680148.3
MDV       ,2031,7500330359.7
GAB       ,2032,7484004643.0
WSM       ,2024,7482091270.92
BTN       ,2028,7479270911.7
FJI       ,2002,7423587421.87
YEM       ,2029,7373726181.0
BTN       ,2030,7360509356.7
COD       ,2032,7335083185.7
TKM       ,2028,7296404207.7
SLB       ,2018,7184705772.06
TGO       ,2030,7174833034.5
DMA       ,2013,7113451857.059999
TJK       ,2029,7085293676.5
MUS       ,2032,7076050027.400001
VCT       ,2018,7038227426.32
SUR       ,2031,7031435001.9
SLB       ,2016,7019183997.34
YEM       ,2030,7002967963.6
MDA       ,2030,6978493794.6
ZWE       ,2029,6975356150.1
SDN       ,2029,6973463765.2
VCT       ,2011,6875864904.53
BTN       ,2031,6812563454.599999
FJI       ,2000,6728491524.99
GNB       ,2012,6694377029.04
TLS       ,2016,6684037767.34
COM       ,2019,6677715961.28
COM       ,2016,6677383760.36
DMA       ,2015,6635055276.64
GRD       ,2000,6624115091.6
GNB       ,2011,6559330204.5
BTN       ,2032,6540408216.2
XKX       ,2025,6539509446.2
YEM       ,2031,6497911562.3
WSM       ,2009,6494826885.28
DMA       ,2014,6474860307.53
FJI       ,2001,6446909427.84
DMA       ,2012,6441878015.74
LCA       ,2001,6423596710.49
MDA       ,2031,6420826106.1
SUR       ,2032,6396643191.5
VCT       ,2008,6395112547.82
VCT       ,2005,6377870149.59
GRD       ,2003,6354040270.38
TJK       ,2030,6339434440.5
MDV       ,2032,6313472106.4
DMA       ,2019,6292749473.09
DMA       ,2017,6275182821.04
SDN       ,2030,6262734915.599999
DMA       ,2016,6239307549.91
COM       ,2007,6217569211.34
WSM       ,2008,6208995045.3
DJI       ,2001,6190152098.72
DJI       ,2026,6159471422.2
DJI       ,2025,6153097746.3
DJI       ,2028,6118109763.7
SLB       ,2011,6095839999.08
DJI       ,2029,6087984069.5
VCT       ,2012,6049506019.44
DJI       ,2000,6031491229.38
COM       ,2010,5969695093.17
COM       ,2011,5949364846.61
DMA       ,2018,5944442282.73
TGO       ,2032,5916824254.5
VCT       ,2004,5916717144.76
MDV       ,2001,5859150451.24
COM       ,2008,5849936019.91
COM       ,2009,5849165684.49
DMA       ,2010,5833734485.47
SLB       ,2012,5791033306.1
COM       ,2004,5777157792.21
SLB       ,2015,5703129511.59
YEM       ,2032,5700345726.4
COM       ,2003,5693266620.95
COM       ,2012,5682525795.81
MDA       ,2032,5642741356.9
ZWE       ,2030,5628674860.7
VCT       ,2009,5625083331.2300005
COM       ,2006,5615774406.12
GUY       ,2029,5600013467.7
TLS       ,2007,5592677633.12
BTN       ,2000,5588552298.61
DMA       ,2004,5566511278.23
SLB       ,2013,5551991865.69
GUY       ,2030,5549173440.9
DMA       ,2011,5538817726.66
WSM       ,2007,5528626876.66
DJI       ,2027,5505119825.0
SLB       ,2010,5492375694.38
SLB       ,2014,5489614072.34
DJI       ,2030,5462469788.9
COM       ,2005,5420010549.41
VCT       ,2006,5407020986.88
FJI       ,2025,5398153476.900001
GUY       ,2031,5372096517.1
TJK       ,2031,5369447918.5
BWA       ,2027,5330215618.7
MDV       ,2000,5277432087.29
DMA       ,2000,5275999884.5
DMA       ,2002,5224802200.27
XKX       ,2026,5170524287.7
COM       ,2002,5130918964.29
VCT       ,2007,5116439055.29
BWA       ,2028,5078353372.1
TCD       ,2029,5068669667.7
DMA       ,2001,5050278268.87
DMA       ,2003,5046822107.69
BWA       ,2029,5016076656.2
BWA       ,2026,5002567077.8
ZWE       ,2032,4952182272.6
VCT       ,2003,4941001545.82
COM       ,2017,4927856620.11
BWA       ,2025,4924049744.6
TJK       ,2032,4916359906.5
DJI       ,2031,4862922507.7
ZWE       ,2031,4857721033.9
TCD       ,2028,4842773561.1
TON       ,2011,4825951010.12
DMA       ,2009,4764145828.62
GUY       ,2032,4760948843.3
XKX       ,2027,4731129706.6
